Year,Month,Day,Hour,Severity,count
2017,6,6,18,High,15
2017,4,6,16,Moderate,27
2020,7,2,17,Moderate,23
2019,8,2,9,Moderate,39
2017,5,4,13,Moderate,22
2021,4,2,8,Moderate,69
2021,7,1,11,Moderate,21
2020,8,3,7,High,6
2016,9,5,16,Moderate,34
2020,10,4,8,Moderate,55
2021,1,3,19,Moderate,60
2020,9,5,2,Moderate,10
2019,10,4,5,Moderate,24
2017,6,1,9,Moderate,2
2022,11,4,14,Moderate,63
2018,11,5,21,Moderate,13
2021,1,6,2,Moderate,60
2017,8,4,16,High,27
2022,1,5,19,High,5
2020,5,7,20,Moderate,11
2019,8,4,17,High,20
2021,11,7,10,Moderate,33
2019,9,6,19,Moderate,22
2019,2,2,4,Moderate,11
2020,6,3,11,Moderate,31
2022,5,3,11,Moderate,41
2022,3,7,14,Moderate,35
2020,11,6,23,Moderate,69
2021,5,1,11,High,13
2023,2,5,6,Moderate,17
2021,9,6,10,Moderate,29
2017,11,4,7,High,22
2023,3,1,4,Moderate,3
2021,9,7,17,Moderate,28
2021,3,3,7,High,12
2018,12,6,8,High,14
2020,6,6,16,High,33
2017,3,5,6,Moderate,21
2019,3,7,15,Moderate,9
2017,8,5,0,Severe,1
2020,3,4,7,Moderate,68
2019,12,4,7,High,24
2016,12,5,21,Moderate,11
2017,11,3,7,Moderate,54
2019,6,6,4,High,4
2022,2,6,7,High,18
2020,4,6,12,Low,6
2020,9,5,5,Moderate,18
2018,8,4,19,High,7
2019,6,6,15,Moderate,34
2016,6,2,8,Severe,1
2020,3,6,14,Moderate,30
2018,10,3,13,Moderate,31
2018,2,3,9,High,20
2019,10,4,8,High,28
2018,5,2,22,Moderate,7
2019,2,2,16,Moderate,35
2021,9,6,13,High,9
2020,4,1,11,Moderate,15
2022,11,5,5,Moderate,21
2021,3,3,8,High,5
2019,10,5,16,High,16
2016,12,6,8,High,18
2019,6,4,19,Moderate,13
2018,6,4,20,Moderate,9
2018,4,3,23,High,4
2019,9,7,20,High,3
2019,8,6,20,Moderate,17
2023,2,5,17,Severe,1
2022,1,6,23,Moderate,22
2016,9,4,16,High,4
2022,6,7,10,Moderate,17
2017,2,5,20,High,6
2020,9,7,10,Moderate,13
2021,7,3,21,Severe,1
2023,1,4,0,Severe,7
2020,7,7,18,Severe,1
2020,10,5,10,High,6
2019,6,3,13,High,9
2019,12,1,5,Moderate,6
2018,6,4,7,High,21
2023,1,2,20,Moderate,33
2022,8,2,17,Severe,3
2020,8,3,19,Moderate,8
2019,7,4,10,Severe,4
2016,10,5,9,High,8
2020,3,5,1,High,1
2017,8,6,8,High,23
2018,1,6,19,High,13
2022,1,1,8,Moderate,23
2021,3,5,3,Moderate,15
2022,12,7,9,Moderate,46
2022,2,6,15,Moderate,122
2021,12,4,0,Moderate,201
2017,3,6,16,Moderate,44
2021,5,2,19,Moderate,28
2018,12,6,13,Moderate,28
2017,7,4,2,High,4
2021,8,5,8,Moderate,73
2022,5,3,17,Moderate,103
2017,11,6,18,Moderate,35
2019,11,4,19,Moderate,25
2017,7,1,2,High,2
2021,11,2,17,Moderate,139
2016,9,2,21,Moderate,6
2017,4,7,20,High,5
2018,12,2,11,Moderate,41
2020,1,5,19,Moderate,46
2018,2,3,10,High,14
2020,9,4,5,Moderate,25
2022,3,3,18,Moderate,52
2022,11,4,7,Moderate,70
2022,2,7,8,Moderate,20
2021,7,2,10,Moderate,38
2018,6,7,11,High,14
2018,12,6,6,High,14
2017,2,2,10,High,8
2018,7,3,19,Moderate,28
2021,12,4,7,Moderate,154
2023,2,2,0,Severe,7
2016,12,2,10,High,12
2020,2,3,18,High,15
2017,11,4,19,Moderate,21
2022,5,6,7,Severe,1
2020,9,4,18,Moderate,42
2020,10,7,0,Severe,4
2019,9,4,16,High,16
2022,3,7,19,Moderate,28
2021,10,5,3,Moderate,14
2021,8,5,18,Moderate,54
2019,4,5,8,High,18
2017,9,6,19,Moderate,29
2023,3,2,14,Moderate,12
2018,7,1,14,High,8
2017,2,6,7,Moderate,33
2021,4,5,15,Moderate,46
2020,2,4,21,Moderate,13
2018,2,5,20,High,7
2019,12,6,9,Moderate,36
2017,9,7,10,Moderate,5
2017,2,2,5,High,5
2016,11,3,23,Moderate,5
2019,4,4,16,Moderate,38
2021,9,5,9,Moderate,73
2020,2,3,6,High,18
2021,6,7,10,Moderate,31
2019,6,1,7,High,10
2019,3,7,8,High,6
2022,4,1,2,Moderate,24
2019,10,7,13,High,10
2023,1,5,20,Moderate,24
2016,8,7,23,High,3
2021,8,7,18,Moderate,35
2020,12,7,11,Moderate,10
2018,12,7,8,High,9
2019,12,4,15,High,13
2019,2,7,2,Moderate,5
2018,10,5,4,Moderate,10
2018,1,5,17,High,14
2022,1,3,22,High,3
2020,5,7,14,Low,5
2017,1,3,21,Moderate,9
2019,8,7,22,Moderate,3
2016,8,5,4,Moderate,2
2021,6,4,3,Moderate,9
2017,2,3,3,Moderate,3
2017,8,5,8,Severe,1
2020,9,2,15,Moderate,27
2017,1,2,10,Moderate,21
2017,4,4,15,High,13
2018,11,7,8,Severe,1
2018,2,2,1,Moderate,2
2022,2,1,18,High,4
2017,12,4,10,High,15
2021,3,4,22,Moderate,18
2020,7,6,15,High,7
2018,7,5,13,Moderate,11
2016,11,4,9,Moderate,38
2019,11,6,23,High,2
2023,1,3,7,Moderate,101
2018,8,1,7,Moderate,4
2020,12,6,3,Moderate,59
2022,3,6,17,Moderate,99
2019,9,5,8,Moderate,72
2021,6,6,4,Severe,3
2018,6,5,18,Moderate,16
2022,4,6,7,Moderate,106
2021,9,1,19,Moderate,29
2017,8,7,12,High,10
2022,9,4,16,Moderate,75
2022,8,5,0,Moderate,393
2022,3,2,4,Moderate,19
2022,11,3,14,Moderate,69
2020,5,6,12,Moderate,45
2017,12,6,20,High,11
2019,5,4,9,Moderate,54
2020,2,6,10,High,8
2018,1,2,7,High,35
2021,12,6,11,Moderate,97
2019,5,5,13,Moderate,28
2020,4,3,17,High,21
2020,5,1,7,Moderate,10
2019,3,2,17,Moderate,29
2018,4,2,12,Moderate,21
2017,9,6,21,Moderate,10
2021,4,7,12,Moderate,21
2019,10,6,4,High,4
2023,2,5,9,Moderate,26
2018,6,4,15,Moderate,32
2016,11,1,14,High,6
2022,2,5,17,Moderate,110
2021,11,1,16,Moderate,47
2020,11,3,4,Moderate,50
2016,9,2,2,High,1
2021,9,5,1,Moderate,6
2019,9,1,14,Moderate,15
2021,8,5,10,Severe,3
2020,12,7,9,Moderate,23
2016,11,5,18,Moderate,27
2018,5,5,7,Moderate,74
2023,2,4,4,Moderate,4
2019,6,4,8,Moderate,55
2016,9,5,13,High,6
2020,10,2,12,High,6
2022,5,1,8,Moderate,13
2016,7,7,11,High,4
2020,11,6,5,Moderate,37
2017,12,3,21,High,5
2018,1,5,5,High,13
2017,5,3,11,Moderate,18
2021,4,2,12,Moderate,27
2017,6,6,12,Moderate,29
2022,1,2,22,Moderate,16
2019,2,3,7,Severe,1
2017,11,7,7,Moderate,2
2019,7,2,23,High,1
2021,2,5,12,Moderate,44
2019,4,7,19,Moderate,3
2023,2,6,18,Moderate,16
2018,8,2,21,Moderate,9
2019,4,1,7,Moderate,7
2017,2,5,1,High,1
2018,3,3,10,Severe,1
2020,1,7,16,Severe,2
2022,6,4,20,High,2
2019,11,2,13,Moderate,26
2022,3,6,4,High,8
2022,5,4,4,Low,5
2019,3,3,18,Moderate,24
2022,6,4,6,Low,10
2021,3,4,13,Moderate,28
2016,8,4,15,Moderate,22
2018,5,3,10,Moderate,40
2021,4,4,21,Moderate,17
2021,8,3,3,Moderate,7
2020,5,5,11,High,8
2020,11,2,5,High,6
2016,5,2,8,High,6
2018,9,4,6,High,19
2017,3,6,6,High,3
2020,8,4,12,High,8
2017,3,2,4,Moderate,7
2019,12,3,21,High,2
2022,4,4,11,Moderate,50
2018,1,3,6,High,35
2016,4,4,15,Moderate,8
2016,11,4,7,Moderate,44
2022,5,3,10,Moderate,41
2018,11,6,17,High,36
2021,9,3,5,Moderate,22
2019,5,1,20,Moderate,4
2021,10,2,16,Moderate,99
2018,11,3,12,Moderate,27
2019,10,6,22,Moderate,15
2017,8,3,16,Moderate,64
2019,2,3,7,Moderate,90
2022,3,5,12,Moderate,46
2018,6,6,9,Moderate,25
2021,9,3,8,Moderate,93
2022,12,5,14,Moderate,110
2021,7,6,9,Moderate,54
2021,6,3,0,High,1
2018,3,4,4,Moderate,9
2022,7,6,2,Moderate,9
2019,5,2,10,Severe,1
2023,1,6,17,Moderate,94
2021,9,4,17,Moderate,128
2019,1,4,6,High,23
2019,6,4,16,Moderate,34
2022,11,2,7,Moderate,64
2021,11,2,2,Severe,1
2019,10,3,6,High,21
2021,10,4,7,High,15
2018,10,1,6,Moderate,4
2022,6,3,18,Moderate,44
2019,9,6,17,High,23
2021,3,3,18,Moderate,25
2017,10,6,10,High,10
2021,3,4,20,Moderate,23
2017,1,4,19,High,11
2016,6,6,20,High,11
2020,9,3,8,Moderate,59
2021,10,3,14,Moderate,56
2021,12,2,10,Moderate,56
2021,10,4,16,High,13
2021,3,4,7,High,14
2020,6,6,7,Low,2
2018,1,2,12,Moderate,24
2017,10,1,21,High,6
2018,6,3,15,Moderate,27
2017,11,7,15,High,5
2022,11,1,16,Moderate,23
2019,4,7,11,High,6
2020,7,4,4,Moderate,15
2023,1,3,9,Severe,2
2020,4,7,18,High,5
2016,11,1,18,High,4
2022,4,5,11,Moderate,41
2020,1,3,3,Moderate,5
2018,1,2,6,Moderate,42
2017,12,2,18,High,25
2019,7,7,0,Severe,2
2017,6,3,20,Moderate,8
2017,6,6,11,Severe,2
2018,3,4,18,Moderate,20
2019,8,3,16,High,18
2021,4,3,16,High,9
2020,12,5,19,High,6
2016,8,6,0,Moderate,3
2019,2,5,19,High,8
2020,1,2,6,High,12
2020,7,5,6,Moderate,21
2021,6,1,1,Moderate,16
2019,6,5,7,Moderate,47
2022,3,6,10,Severe,1
2017,10,6,5,Moderate,11
2019,9,4,8,High,23
2021,9,2,15,Severe,2
2019,5,1,9,High,3
2021,5,2,16,High,9
2019,7,1,13,High,13
2021,8,1,10,High,2
2020,6,4,0,High,2
2023,1,2,3,Moderate,9
2022,2,2,17,High,8
2020,6,2,15,Moderate,66
2021,9,5,0,Moderate,158
2020,6,3,17,Moderate,70
2021,9,4,19,Moderate,42
2019,12,5,9,Moderate,48
2017,6,4,15,Moderate,13
2017,11,3,5,High,13
2016,9,2,15,Moderate,18
2019,1,6,14,Moderate,28
2022,11,4,9,Moderate,44
2017,4,1,20,High,9
2022,4,2,7,Moderate,90
2018,5,6,13,High,14
2022,7,3,12,Moderate,42
2021,8,6,23,Moderate,16
2019,4,2,19,High,7
2022,8,4,15,Moderate,90
2019,7,6,7,Moderate,38
2016,10,5,12,High,10
2018,9,5,18,High,14
2019,5,2,8,High,12
2016,3,3,14,Moderate,3
2019,7,5,17,High,14
2018,3,4,5,Moderate,13
2017,9,4,11,Moderate,24
2018,5,2,5,Moderate,12
2017,9,2,8,Moderate,64
2021,1,1,23,Moderate,57
2019,1,5,15,Moderate,46
2022,8,3,8,Low,34
2016,10,5,10,Moderate,28
2020,5,4,20,Low,2
2022,4,5,19,Moderate,42
2021,9,6,5,Moderate,21
2016,12,6,10,Moderate,29
2019,8,4,8,High,19
2018,3,2,11,High,13
2022,7,3,14,Moderate,37
2021,1,3,6,Moderate,44
2020,4,5,6,Moderate,34
2021,5,3,8,High,14
2017,3,3,6,Moderate,17
2017,8,4,20,Moderate,20
2018,7,1,18,High,8
2022,10,3,16,Moderate,28
2017,8,5,18,High,17
2019,6,4,0,High,1
2016,12,6,16,Moderate,27
2017,7,7,23,Moderate,8
2021,7,3,4,Moderate,17
2018,4,6,5,Moderate,15
2020,9,3,22,Moderate,33
2020,12,1,11,Moderate,16
2017,5,2,16,High,13
2017,2,6,13,High,6
2016,6,2,11,Moderate,8
2018,3,5,11,Moderate,47
2020,9,5,19,High,8
2017,11,6,16,High,24
2020,6,6,22,Moderate,13
2023,1,5,22,Moderate,19
2017,4,7,10,Moderate,5
2021,2,5,6,High,13
2020,12,5,18,High,7
2022,1,2,13,High,8
2022,6,1,6,Moderate,8
2017,4,7,17,Severe,1
2019,11,4,14,High,8
2016,8,5,7,High,7
2017,2,3,20,High,5
2021,1,7,15,High,5
2017,6,4,23,High,5
2016,12,4,18,Moderate,28
2016,4,2,17,Severe,1
2021,12,6,16,Severe,5
2019,7,4,12,High,10
2018,3,3,3,High,4
2017,1,5,3,High,4
2021,7,1,14,High,2
2019,10,1,10,Moderate,16
2016,12,3,16,High,17
2017,10,6,7,High,21
2021,10,1,17,Moderate,27
2022,4,2,8,High,7
2021,2,4,17,Severe,2
2020,6,6,7,High,8
2017,4,1,19,High,5
2017,8,5,23,Moderate,4
2016,7,4,15,Severe,3
2016,11,4,6,Moderate,29
2018,1,6,13,High,9
2019,5,1,12,Moderate,9
2016,11,2,20,Moderate,21
2022,3,2,4,High,7
2017,9,6,17,High,33
2020,6,4,6,Moderate,22
2020,10,7,7,High,8
2022,8,4,8,Low,22
2018,1,2,3,Moderate,2
2021,6,3,0,Moderate,149
2018,12,6,21,High,7
2021,12,1,0,Moderate,94
2019,1,4,10,Moderate,52
2020,10,2,18,Moderate,56
2021,11,5,20,Moderate,34
2022,6,4,9,High,5
2018,10,5,19,High,11
2020,5,6,15,Moderate,84
2017,9,6,14,High,23
2020,9,6,11,Moderate,42
2019,6,2,6,Moderate,25
2017,4,4,7,High,10
2021,1,1,15,Moderate,33
2018,9,6,6,High,19
2022,6,4,6,High,6
2021,5,7,5,Moderate,26
2019,2,6,10,High,10
2019,3,7,13,Moderate,15
2017,9,2,14,High,16
2016,11,5,8,High,15
2020,10,1,3,Moderate,22
2020,4,6,17,Moderate,55
2021,12,2,2,Moderate,5
2018,8,2,11,Moderate,30
2016,3,5,22,High,2
2017,2,6,4,Moderate,6
2019,10,7,20,High,9
2023,1,5,8,Moderate,88
2017,1,6,9,Moderate,29
2022,2,7,6,Moderate,8
2021,9,5,5,Moderate,40
2018,12,3,17,High,20
2017,11,6,20,Moderate,9
2022,2,2,5,Moderate,34
2018,10,3,7,Moderate,117
2022,8,5,10,Moderate,29
2020,5,6,8,Moderate,56
2020,5,4,2,Severe,6
2020,5,6,17,High,29
2018,6,3,16,High,19
2019,6,2,11,Moderate,27
2020,12,3,11,High,9
2019,3,3,5,High,9
2022,8,1,4,Moderate,10
2019,10,7,22,Moderate,19
2016,10,6,7,Moderate,30
2021,10,3,2,Moderate,6
2018,5,5,18,Severe,2
2018,12,5,16,Moderate,33
2018,9,7,3,High,4
2021,12,6,3,Moderate,19
2022,4,7,13,High,8
2023,2,1,17,Severe,1
2019,4,6,21,Moderate,15
2016,4,2,18,Moderate,8
2023,1,4,4,Moderate,16
2016,12,7,0,High,4
2017,8,1,1,High,1
2017,11,4,19,High,11
2018,11,3,6,Severe,2
2019,5,1,21,High,6
2020,11,7,12,Moderate,26
2016,9,3,22,High,7
2022,7,3,17,High,6
2017,12,5,11,High,13
2023,1,2,18,Moderate,48
2016,9,5,9,Moderate,57
2022,8,2,0,Moderate,353
2017,3,1,9,High,7
2018,7,5,15,High,13
2021,3,4,18,Moderate,51
2017,9,2,7,Moderate,47
2022,3,6,0,Moderate,413
2019,11,3,22,High,5
2021,5,6,8,Moderate,47
2023,1,6,7,Moderate,93
2017,6,6,17,Moderate,26
2021,11,4,9,Moderate,55
2022,5,1,14,Moderate,54
2022,12,3,8,Moderate,60
2018,2,4,12,High,7
2021,8,2,18,High,7
2019,5,2,6,Moderate,28
2023,1,3,16,Moderate,73
2019,7,3,5,High,12
2018,8,7,12,Moderate,12
2016,10,3,9,High,18
2022,10,3,23,Moderate,8
2016,4,6,20,High,6
2022,4,5,2,Moderate,11
2021,8,4,13,Moderate,37
2021,10,6,12,Moderate,61
2020,6,3,6,High,7
2018,10,2,16,Moderate,50
2019,11,2,16,Moderate,42
2017,12,6,14,Moderate,43
2020,4,4,7,Low,9
2021,5,5,12,Moderate,32
2019,2,1,13,High,9
2023,2,1,15,Moderate,16
2018,6,3,19,Moderate,15
2017,5,3,21,Moderate,4
2020,10,2,11,Moderate,34
2016,9,5,11,High,22
2016,12,6,6,High,6
2017,10,2,6,Moderate,49
2017,12,7,19,Severe,1
2023,1,4,2,Moderate,12
2022,9,4,23,Moderate,11
2017,3,1,10,Moderate,7
2020,1,1,16,Moderate,11
2022,7,5,7,Low,21
2021,7,6,19,High,8
2021,6,7,12,High,11
2019,3,6,5,Moderate,23
2019,12,2,4,Severe,1
2019,6,6,13,Moderate,24
2017,6,3,14,Moderate,23
2019,11,1,10,Severe,1
2017,6,5,15,Moderate,23
2017,2,6,5,High,3
2018,11,3,11,Moderate,32
2018,12,4,19,High,7
2019,2,5,10,Moderate,33
2020,10,3,3,Moderate,14
2018,2,3,8,High,39
2022,4,5,14,High,3
2019,6,5,7,High,14
2022,8,6,20,Moderate,22
2016,6,6,2,High,1
2018,11,3,20,Moderate,11
2022,7,4,11,Low,5
2018,3,7,6,Moderate,6
2021,11,7,15,High,4
2017,11,6,8,Moderate,37
2022,4,7,3,Moderate,18
2019,7,3,13,High,10
2020,5,1,2,Moderate,7
2017,11,6,1,Moderate,2
2019,2,7,23,High,1
2019,7,5,15,Moderate,22
2022,2,6,16,Moderate,125
2021,1,6,6,Moderate,52
2022,1,2,17,Moderate,74
2016,11,2,11,Moderate,41
2018,8,5,16,High,31
2021,1,1,2,Moderate,58
2021,2,2,21,Moderate,55
2022,9,3,12,Moderate,41
2021,6,7,11,Moderate,40
2020,7,4,21,Moderate,2
2017,12,5,16,Moderate,39
2021,2,1,14,Moderate,49
2021,2,5,7,Moderate,114
2019,3,4,14,Moderate,26
2020,3,6,0,Moderate,11
2017,1,3,14,Moderate,27
2018,7,5,6,Moderate,23
2016,7,6,9,High,9
2016,8,7,5,High,2
2021,12,5,22,Moderate,32
2022,12,5,20,Moderate,38
2022,3,6,12,Moderate,52
2018,9,6,15,High,12
2017,4,4,16,High,5
2022,4,1,1,Moderate,18
2016,8,5,8,Moderate,32
2022,4,3,19,High,5
2021,8,7,17,Moderate,38
2017,8,6,19,Moderate,29
2018,12,1,13,Moderate,6
2020,5,3,22,Moderate,6
2018,12,1,3,High,4
2017,9,2,12,Moderate,22
2018,12,6,5,Moderate,18
2018,3,3,15,High,11
2021,8,3,15,Moderate,91
2021,3,5,17,Moderate,39
2021,11,1,2,Moderate,19
2021,5,4,6,Moderate,51
2016,5,3,14,Moderate,15
2020,11,6,21,Moderate,78
2018,7,4,16,High,13
2019,2,5,18,Moderate,31
2018,4,5,6,Severe,2
2019,9,1,10,Moderate,20
2021,7,3,19,Moderate,20
2018,6,5,9,High,20
2018,6,5,6,Moderate,22
2017,10,4,9,High,17
2020,11,1,16,Severe,1
2019,8,7,20,High,4
2021,10,6,7,High,6
2017,6,5,0,High,2
2022,8,7,15,Moderate,40
2017,12,3,6,Moderate,33
2018,11,5,19,Moderate,21
2017,1,1,12,High,2
2021,1,5,10,Moderate,27
2020,10,4,0,Moderate,55
2020,11,6,10,Moderate,20
2019,9,2,18,High,9
2016,11,4,16,High,15
2021,9,4,11,High,9
2019,1,2,0,Severe,2
2017,10,5,10,High,12
2023,3,4,20,Moderate,8
2016,7,1,5,Severe,1
2018,4,2,13,High,9
2019,10,4,16,High,17
2018,11,5,13,Moderate,20
2016,7,2,17,Moderate,24
2016,12,5,12,Moderate,23
2016,12,4,13,High,10
2019,3,5,19,Moderate,15
2021,5,7,2,Moderate,6
2020,3,3,22,High,2
2021,10,2,19,Severe,1
2021,1,6,20,High,4
2021,6,1,23,Moderate,15
2020,9,6,8,High,6
2017,6,7,4,High,2
2019,9,6,22,Moderate,15
2022,8,3,12,High,1
2017,10,7,14,High,11
2022,12,3,10,Severe,3
2017,1,1,17,High,4
2019,9,5,4,Severe,1
2016,10,6,4,Moderate,4
2022,3,1,21,Moderate,17
2019,7,4,15,High,8
2020,10,2,16,High,16
2020,1,7,6,Moderate,10
2020,7,7,11,Moderate,5
2017,2,6,5,Moderate,12
2017,1,3,10,High,10
2018,2,6,16,High,22
2019,11,5,18,Moderate,31
2020,11,2,13,Moderate,114
2017,8,5,17,High,26
2019,4,2,13,Moderate,28
2017,10,4,12,Moderate,27
2021,9,2,4,Moderate,20
2017,12,7,18,High,6
2021,2,5,17,Moderate,87
2018,10,4,18,Moderate,44
2020,5,3,17,Moderate,62
2022,6,2,17,Moderate,57
2016,12,4,22,Moderate,9
2017,11,4,8,Moderate,85
2021,10,3,7,Moderate,125
2019,3,2,8,Moderate,66
2016,10,6,21,High,7
2018,1,3,15,High,19
2021,3,3,12,Moderate,16
2021,9,4,15,Moderate,129
2022,12,7,14,Moderate,52
2017,9,6,12,Moderate,34
2020,6,3,18,Moderate,50
2017,2,5,17,Moderate,33
2021,7,6,18,Moderate,71
2018,1,6,11,High,12
2023,2,2,8,Moderate,19
2021,3,6,5,Moderate,69
2019,6,6,16,Moderate,31
2019,6,4,15,Moderate,28
2019,12,6,21,Moderate,18
2017,7,2,9,Moderate,26
2017,12,2,8,Moderate,42
2022,2,5,0,Severe,13
2019,11,3,9,Moderate,41
2021,12,6,14,Moderate,139
2021,3,3,17,High,13
2022,6,2,11,Moderate,38
2018,3,5,13,High,12
2020,7,7,16,High,8
2022,8,7,8,Moderate,17
2016,5,2,16,Moderate,13
2021,10,3,17,Moderate,85
2020,10,6,21,High,6
2021,7,1,14,Moderate,35
2017,8,3,16,High,28
2017,12,7,19,High,4
2019,3,3,0,Moderate,5
2020,4,5,15,Moderate,63
2016,8,4,10,Moderate,33
2021,4,6,23,Moderate,10
2017,1,4,6,High,6
2017,1,4,18,Moderate,29
2017,11,3,19,Moderate,21
2017,12,4,17,High,20
2021,10,7,11,High,6
2018,3,1,10,Moderate,10
2022,12,2,21,Moderate,25
2018,3,5,22,Moderate,8
2021,9,2,17,Severe,4
2017,3,2,8,Moderate,43
2020,10,4,3,Moderate,14
2022,3,1,18,Moderate,22
2016,7,6,22,Moderate,6
2020,4,2,17,Low,8
2020,2,7,13,Moderate,24
2021,3,3,0,Moderate,76
2020,9,6,3,Moderate,12
2018,11,2,15,High,15
2021,1,4,11,Moderate,17
2017,10,5,20,High,12
2020,7,1,4,Moderate,4
2021,3,2,23,Moderate,5
2021,1,3,8,Severe,1
2019,12,6,23,Moderate,20
2021,10,5,9,Severe,2
2018,6,2,17,High,23
2017,1,3,17,Severe,3
2021,3,5,22,Moderate,3
2018,12,3,9,High,9
2018,6,1,17,High,7
2018,1,5,22,Moderate,4
2016,7,6,12,High,13
2018,12,3,2,Moderate,4
2020,3,4,5,High,4
2021,7,1,6,Moderate,14
2016,9,2,9,High,12
2018,1,5,5,Moderate,16
2019,6,7,21,Moderate,8
2016,8,3,11,Moderate,44
2020,5,2,19,Severe,3
2019,1,5,2,Moderate,1
2022,9,2,22,Moderate,14
2017,2,6,20,High,9
2019,10,1,15,Moderate,24
2016,8,5,23,Moderate,8
2022,1,3,0,Severe,10
2021,7,4,23,Moderate,10
2018,9,3,12,High,9
2021,10,7,10,Severe,3
2019,4,1,7,High,5
2018,7,6,16,Moderate,33
2019,10,2,12,High,7
2016,11,2,7,High,11
2020,6,1,14,Moderate,19
2021,1,5,0,Moderate,156
2020,10,2,0,Moderate,55
2016,11,4,12,Moderate,37
2017,6,5,13,High,8
2022,12,3,16,Moderate,104
2016,12,6,11,Moderate,46
2021,11,7,16,Moderate,53
2021,9,5,7,Moderate,132
2016,4,5,19,Moderate,15
2021,10,7,21,Moderate,27
2020,10,1,9,Moderate,20
2018,8,5,17,Severe,2
2021,8,2,6,Moderate,39
2022,8,5,13,Moderate,47
2016,8,2,9,High,17
2018,6,3,10,Moderate,30
2021,11,6,8,Moderate,101
2022,1,7,8,Moderate,25
2022,2,3,6,High,8
2017,1,2,7,High,14
2017,11,5,10,High,7
2022,4,6,2,Moderate,20
2020,4,3,17,Moderate,59
2019,6,2,8,Moderate,81
2019,1,6,6,High,19
2023,3,5,21,Severe,1
2021,3,2,12,Moderate,28
2022,3,2,14,Moderate,47
2021,5,6,8,High,8
2021,12,4,8,High,4
2020,4,3,16,High,17
2019,5,1,10,Moderate,10
2020,11,3,19,High,5
2018,1,2,23,High,6
2021,5,1,14,Moderate,28
2017,10,4,4,Moderate,5
2017,9,3,18,Moderate,21
2020,3,1,12,High,6
2020,4,2,10,Moderate,35
2019,1,3,14,Moderate,38
2020,10,2,2,Moderate,30
2018,6,7,9,Moderate,4
2018,7,5,9,Moderate,38
2017,11,7,10,High,9
2022,10,6,20,Moderate,20
2021,3,1,0,Moderate,56
2018,6,2,13,High,13
2016,7,4,4,Moderate,3
2021,12,4,14,Moderate,103
2020,12,6,14,Moderate,44
2022,6,6,20,Moderate,20
2019,2,3,0,High,3
2017,12,4,9,Moderate,35
2017,4,1,11,Moderate,5
2017,9,4,20,High,9
2019,8,6,14,Severe,3
2021,10,2,11,Moderate,35
2021,10,4,12,High,5
2018,9,1,9,High,2
2018,4,1,18,Moderate,5
2019,6,5,15,High,7
2018,7,2,20,Moderate,8
2021,4,1,12,High,5
2017,11,6,19,Moderate,21
2019,10,1,2,Severe,2
2022,8,3,17,High,12
2022,10,1,1,Moderate,17
2021,7,1,15,High,2
2018,7,1,13,High,10
2017,10,6,20,Moderate,13
2020,2,6,21,Moderate,13
2021,5,2,19,High,9
2017,3,7,7,High,9
2019,2,2,17,Moderate,34
2019,12,2,19,High,11
2019,5,2,5,Moderate,10
2020,10,6,9,High,4
2022,1,3,18,High,4
2022,7,4,8,Low,18
2017,8,4,14,Severe,2
2019,6,6,0,Moderate,5
2016,7,4,10,High,6
2020,12,3,22,Severe,3
2019,11,3,19,High,13
2016,7,2,16,Moderate,17
2019,1,3,13,High,12
2020,7,4,19,Moderate,9
2019,8,4,12,High,9
2021,11,5,4,High,3
2018,7,3,18,High,16
2018,9,1,12,High,8
2022,5,3,19,Low,4
2016,11,2,16,High,8
2016,10,5,0,Low,1
2017,11,4,16,High,16
2022,7,5,0,Moderate,365
2017,6,2,12,Moderate,17
2020,11,7,19,Moderate,50
2020,12,7,17,High,7
2020,1,2,8,Moderate,73
2017,12,2,14,Moderate,18
2022,6,6,17,Moderate,53
2020,12,2,16,Moderate,87
2020,9,1,2,Moderate,14
2022,5,4,9,Moderate,48
2019,1,3,22,High,7
2018,5,6,18,Moderate,41
2022,5,7,15,High,4
2022,11,4,10,Moderate,38
2020,12,5,16,Moderate,90
2020,10,2,22,Moderate,47
2020,9,1,15,Moderate,16
2020,11,5,7,Moderate,54
2022,3,2,13,Moderate,37
2020,4,4,17,High,15
2022,3,2,6,High,6
2017,2,4,4,High,2
2020,4,2,8,Moderate,56
2020,1,7,15,High,12
2017,4,2,8,High,7
2019,8,1,17,Moderate,4
2022,2,2,16,High,6
2023,3,2,17,Moderate,10
2020,2,3,8,Moderate,92
2019,6,3,17,Moderate,45
2018,8,5,17,Moderate,48
2016,5,3,16,Moderate,15
2022,1,3,6,High,6
2021,7,4,7,Moderate,45
2023,1,3,0,Severe,21
2021,9,6,23,Moderate,14
2018,11,2,18,High,18
2019,4,5,16,Moderate,33
2019,12,7,0,Moderate,11
2016,9,2,13,High,9
2018,10,5,2,High,1
2020,6,2,6,Moderate,54
2017,4,3,7,Moderate,30
2020,9,4,13,High,6
2022,5,5,5,High,3
2021,3,2,10,Moderate,31
2019,5,4,18,Moderate,22
2021,10,2,2,High,1
2018,4,1,15,Moderate,8
2021,12,7,20,High,4
2020,8,2,15,High,11
2022,10,5,5,Moderate,16
2021,5,4,18,Moderate,25
2022,8,3,1,Moderate,8
2017,2,3,19,Moderate,22
2020,2,7,18,Moderate,22
2022,5,1,17,Moderate,29
