State,City,Severity,count
OH,Centerburg,Moderate,2
MA,Millbury,Moderate,5
FL,Bushnell,High,9
NC,Yadkinville,Severe,1
NC,Gibson,Moderate,2
MI,Pontiac,Moderate,2
TX,Boerne,Severe,3
MI,Belding,Moderate,1
MT,Roberts,Moderate,6
PA,Reading,Low,1
PA,West Milton,Moderate,4
WV,Alum Creek,Moderate,2
FL,Yalaha,Moderate,3
WA,Graham,Severe,1
OH,Alliance,Severe,2
OH,Burton,Moderate,3
MI,Battle Creek,High,14
TN,Kodak,Moderate,5
NJ,Clifton,Severe,7
WA,Liberty Lake,High,3
NY,East Setauket,Moderate,6
IN,Bainbridge,Moderate,1
MI,Grand Ledge,Moderate,3
UT,Parowan,Moderate,3
OH,Anna,Moderate,3
LA,Shreveport,Low,6
MI,Sagola,Severe,1
UT,Summit,Moderate,5
KY,Verona,High,2
FL,Opa-Locka,Low,1
MN,Bovey,Moderate,6
KY,California,Moderate,1
MA,Bolton,Moderate,7
NJ,Belvidere,Moderate,6
ME,Machias,Moderate,1
OR,Blue River,High,3
NC,Salisbury,High,11
IN,Knightstown,Severe,2
AR,Newport,Moderate,5
PA,Alverton,Severe,1
AR,Bryant,Moderate,13
MN,Janesville,Moderate,4
MT,Libby,Moderate,4
PA,Mount Jewett,Moderate,3
PA,Bristol,Moderate,12
NY,Poughkeepsie,Severe,3
NJ,Lindenwold,Moderate,2
OR,Carlton,Moderate,4
ID,Glenns Ferry,Moderate,5
MI,Mason,Severe,1
CT,Sandy Hook,High,6
IL,Geneva,Moderate,1
WI,Menomonee Falls,Moderate,5
MO,Florissant,Severe,1
MD,Boyds,Low,1
WI,Birnamwood,Severe,2
GA,Trenton,Severe,1
FL,Oakland Park,Severe,1
MA,Bridgewater,Moderate,9
TN,Cedar Hill,High,4
KY,Erlanger,Severe,2
GA,Rincon,Severe,2
IN,Crawfordsville,Severe,5
GA,Carnesville,High,3
ND,Cleveland,Moderate,1
CA,Rescue,Moderate,11
TX,Belton,Moderate,2
CA,Angelus Oaks,Moderate,1
CT,Deep River,Moderate,2
VA,White Stone,Moderate,2
IL,Hainesville,Moderate,3
MD,Abingdon,High,13
WA,Skykomish,Severe,2
OH,Heath,High,2
MN,Rockford,Moderate,3
NC,Nashville,Moderate,5
MA,Hyannis,Moderate,6
CA,San Lorenzo,Low,2
UT,Centerville,Low,1
NJ,Atlantic Highlands,Severe,2
NJ,Township Of Washington,Moderate,3
NJ,Newfoundland,Moderate,5
MI,Smiths Creek,High,1
CA,Springville,Moderate,14
PA,Denver,Severe,4
CO,Alamosa,Moderate,3
IN,Walkerton,Severe,1
OR,Hebo,Moderate,4
OH,Warren,Severe,1
NC,Castalia,Severe,1
IL,Oak Forest,Moderate,3
NC,Burgaw,High,1
IN,Bryant,Severe,1
OH,Bluffton,High,4
ME,Limington,Moderate,1
IA,Blakesburg,Moderate,1
IA,Minburn,Moderate,1
MT,Big Sandy,Moderate,4
MN,Truman,Moderate,3
MA,Wellfleet,Moderate,3
NC,Oakboro,Moderate,1
IL,Wood River,Severe,1
NJ,Livingston,Moderate,20
VA,Topping,Moderate,4
IA,Hiawatha,Moderate,2
WA,Lacey,High,2
TX,Jbsa Lackland,Moderate,3
IN,Richmond,High,3
TX,Canton,High,1
WA,Yakima,High,2
NY,Altamont,Moderate,1
WV,Nitro,Severe,1
OR,Vernonia,Severe,1
CA,Glendora,Severe,2
UT,Pleasant Grove,Low,1
IA,Mount Pleasant,Moderate,1
NJ,Newfield,Moderate,4
NY,Central Valley,Moderate,21
CA,Lee Vining,High,1
OH,Painesville,Severe,1
PA,Sterling,High,1
MD,Severna Park,Severe,1
NC,Harrisburg,Severe,3
NJ,West Orange,Severe,2
CA,Westwood,Moderate,6
KY,Fairdale,High,2
FL,Webster,High,1
PA,Robesonia,Moderate,2
CA,Moreno Valley,Severe,3
SC,Eastover,High,1
MT,Chester,Moderate,1
PA,Blue Bell,Severe,2
CA,Cedarville,Moderate,3
PA,Venango,Moderate,1
IL,Bensenville,High,4
MI,Twin Lake,Severe,1
VA,Dillwyn,Severe,2
WI,Arlington,High,1
VA,Charles City,Moderate,11
IA,Indianola,High,1
TX,Garland,Severe,7
MN,Albany,High,2
IL,Wadsworth,High,20
MD,Warwick,Severe,1
NY,Coram,Severe,1
WA,Lilliwaup,Moderate,2
CA,Los Alamos,Moderate,8
UT,Herriman,High,2
CO,Poncha Springs,Severe,1
AR,Drasco,Severe,1
ND,Sawyer,Moderate,1
TX,Highlands,Moderate,2
ME,Saco,Moderate,7
MN,Alpha,Moderate,4
NH,Swanzey,Moderate,3
CO,Calhan,Moderate,5
PA,Duncansville,Severe,3
GA,Winston,Moderate,3
IA,Everly,Moderate,1
NJ,Parsippany,Severe,3
PA,Falls Creek,Moderate,5
MI,Watervliet,Severe,2
IN,Franklin,High,8
NC,Hope Mills,Severe,2
NH,Brentwood,Moderate,1
TX,New Caney,Low,1
AL,Bankston,Moderate,1
FL,Lake Panasoffkee,Moderate,7
WI,Altoona,Severe,2
FL,Lake City,Severe,4
CO,Hillrose,High,1
MS,Mooreville,High,2
PA,Lenhartsville,Severe,4
MD,Upper Marlboro,Severe,5
IN,Greensburg,Moderate,4
WI,Camp Douglas,Moderate,4
NJ,Chesterfield,High,1
VA,Delaplane,High,5
PA,Finleyville,Moderate,4
UT,Roy,High,8
IN,Angola,Moderate,3
LA,Laplace,Severe,1
PA,Olyphant,High,2
MA,Mansfield,High,3
CA,Soda Springs,Severe,7
PA,Conestoga,Moderate,4
ND,Ross,Moderate,1
WI,Fish Creek,Moderate,1
TX,East Bernard,Moderate,2
ID,Peck,Moderate,1
TN,Niota,Moderate,3
OR,Glendale,High,5
GA,Greenville,Severe,2
VA,Amelia Court House,Severe,7
MO,Bourbon,Moderate,1
MI,Grass Lake,Moderate,7
NY,Harrisville,Severe,1
WA,Sultan,Moderate,6
IL,Monticello,High,1
TX,Hutto,Low,1
CA,Desert Center,Moderate,4
OH,Canal Winchester,High,1
IN,Washington,Moderate,3
FL,Miami Gardens,Low,1
OR,Rickreall,Severe,2
CO,Leadville,Severe,5
SC,Hilton Head Island,Moderate,12
VA,Rockingham,Moderate,4
NY,Arverne,Moderate,2
AZ,Holbrook,Severe,2
CT,Willimantic,Severe,1
NJ,Egg Harbor Twp,Moderate,7
MI,Capac,High,1
CA,Twain,Moderate,6
CA,North Highlands,Low,2
AR,Hatfield,Moderate,1
AZ,Prescott,Severe,5
FL,Bowling Green,Moderate,9
WV,Williamson,Moderate,1
FL,Punta Gorda,Severe,3
WA,Vancouver,Severe,12
CA,Fairfield,Low,7
GA,Woodstock,Severe,4
NC,Castle Hayne,Moderate,5
PA,Jefferson Township,Severe,1
IA,Toddville,Moderate,1
GA,Roswell,High,5
NC,Wilson,High,5
WA,Chehalis,High,8
AR,Waldron,Severe,4
TX,Breckenridge,Severe,1
NE,Bellevue,High,2
MD,Whaleyville,Moderate,3
NY,Center Moriches,High,1
MT,Eureka,Moderate,9
OH,Blanchester,Severe,1
SC,Conway,Low,5
PA,Bird in Hand,Moderate,3
MA,Norton,Moderate,3
NJ,Annandale,High,4
KS,Fredonia,Severe,3
CO,Grand Junction,High,3
MD,Chester,Severe,2
FL,Biscayne Park,Moderate,4
OH,Montpelier,Severe,1
TN,Decatur,Moderate,1
MO,Ridgeway,High,1
MT,Divide,Moderate,7
CA,Samoa,Moderate,2
SC,Ware Shoals,Moderate,7
FL,Boynton Beach,Low,2
UT,Woods Cross,High,8
NY,Rocky Point,Moderate,4
MI,West Olive,Moderate,2
MD,Friendsville,High,4
GA,Montezuma,Moderate,2
OK,Shawnee,High,2
CA,Weaverville,Moderate,4
DC,Suitland,Moderate,4
AZ,El Mirage,High,2
AL,Elrod,Moderate,2
LA,Saint Amant,High,2
WI,Bloomer,Severe,1
OH,Beavercreek,Moderate,3
NJ,Penns Grove,Severe,3
IL,Tolono,High,1
CA,Portola Valley,High,4
PA,Leetsdale,Severe,1
CA,Klamath River,Moderate,8
NC,Zebulon,High,2
MD,White Plains,Moderate,6
FL,Ochopee,Moderate,10
TX,Salt Flat,Moderate,1
MO,House Springs,Moderate,3
FL,Cocoa,Severe,9
CA,Agoura Hills,Low,1
VA,Big Island,Moderate,1
PA,Morrisville,High,2
KY,Latonia,Low,1
SC,Laurens,High,3
PA,Gardners,Low,1
CT,Madison,High,4
NE,Hebron,Moderate,2
AZ,White Hills,Moderate,1
SC,Clio,Moderate,11
FL,Eglin AFB,Severe,1
MI,Benton Harbor,High,8
CA,Calistoga,Severe,4
WA,Ford,Moderate,1
NJ,Clifton,High,4
NY,Castleton On Hudson,Moderate,8
FL,Melrose,Moderate,8
CO,Westminster,High,3
MO,Columbia,Severe,2
AL,Brewton,High,1
DE,Wyoming,Moderate,1
WV,Cairo,Moderate,2
MD,Pocomoke City,Severe,2
MN,Wanamingo,Moderate,8
VA,Locust Grove,Severe,3
OR,Bay City,Moderate,6
CT,Oxford,Severe,2
NJ,Bridgeport,Moderate,5
AZ,Parker,Moderate,4
OK,Fort Sill,Moderate,1
FL,Boca Raton,Low,3
NY,Levittown,Severe,1
NJ,Vineland,High,1
PA,Slatington,High,1
NY,Dexter,Severe,1
NY,Homer,Severe,1
NJ,Lebanon,Moderate,9
GA,Columbus,Severe,3
NY,Rhinebeck,High,2
AR,Gillham,Moderate,1
MN,Madison Lake,Moderate,4
VA,King William,Moderate,2
AR,Widener,High,1
AZ,Guadalupe,Moderate,1
NM,Santa Fe,Severe,1
NY,West Babylon,High,4
WV,Kenna,Severe,1
TN,Millington,Low,1
PA,Mifflin,Moderate,5
KS,Maple Hill,High,1
NJ,Haddonfield,Moderate,4
GA,Jesup,Moderate,2
AL,Albertville,Severe,1
AL,Creola,High,2
AR,McRae,Moderate,2
VT,Richford,Moderate,1
NJ,Mullica Hill,Moderate,10
MN,Zumbrota,Severe,1
PA,York Haven,High,3
AL,Sterrett,Moderate,6
NJ,Montclair,Moderate,1
PA,Franklin,Severe,2
NY,Cuddebackville,Severe,1
VA,Midland,Severe,4
GA,Lavonia,Severe,1
CA,Jamul,Moderate,7
MT,Ennis,Moderate,1
MI,Kewadin,Moderate,1
IN,Lexington,Severe,2
VA,Vinton,Moderate,4
MN,Kasson,Moderate,4
AZ,Litchfield Park,Severe,1
TN,Smithville,Moderate,5
GA,Norwood,Severe,1
TN,Holladay,High,1
NE,Greenwood,Moderate,2
GA,Hampton,Moderate,3
CT,Guilford,Severe,3
MI,Swartz Creek,Low,1
ME,Augusta,Moderate,7
PA,Rimersburg,Moderate,6
IL,Worden,Severe,2
WA,Washougal,Moderate,8
ID,Garden City,Moderate,9
TN,Morrison,Moderate,2
CA,Rancho Cordova,Low,3
OH,London,Moderate,4
IL,Mokena,Severe,2
AL,Sulligent,Moderate,1
CA,Desert Hot Springs,High,3
SC,Honea Path,Low,2
FL,Wesley Chapel,Severe,4
CO,Limon,Moderate,5
VA,Bealeton,High,1
FL,Moore Haven,Moderate,5
OH,Millersport,High,2
NE,South Sioux City,Moderate,2
MD,Crofton,Moderate,5
TX,Galveston,Moderate,4
CO,Rangely,Moderate,2
PA,Elliottsburg,Moderate,2
CA,Rialto,High,3
TX,Magnolia,Low,1
MA,Sharon,Low,1
AR,Crawfordsville,Severe,1
KS,Thayer,Moderate,1
OH,East Canton,Moderate,1
ND,Grand Forks,Moderate,3
FL,Saint Cloud,High,2
NY,Harrison,High,2
RI,North Kingstown,Low,1
GA,Brookhaven,High,3
AZ,Dennehotso,Severe,1
FL,Ellenton,High,13
NY,East Amherst,Severe,1
LA,Shreveport,Severe,6
TN,Arrington,High,2
MO,Fenton,Severe,2
NC,Wadesboro,Moderate,2
NY,Hannibal,Moderate,1
NY,Whitehall,Severe,1
NC,Supply,Severe,1
CA,Caspar,Moderate,1
NC,Bullock,Moderate,1
CA,Oakley,Low,2
TN,La Follette,Severe,1
SC,Enoree,Low,3
MN,Victoria,Moderate,2
CA,Redway,Moderate,4
MI,Clio,Severe,1
NY,Germantown,Moderate,8
IL,Gilberts,Moderate,3
CO,Dumont,High,4
AL,Fairhope,Moderate,4
CA,Oak Run,Moderate,1
NY,Morrisonville,Severe,1
LA,Gonzales,High,5
NC,Boone,Moderate,2
TX,New Caney,Moderate,3
FL,Satellite Beach,Moderate,7
CA,Portola Valley,Severe,1
PA,Lawrenceville,Moderate,4
SC,Leesville,Severe,3
GA,Valdosta,High,4
IL,Elburn,Moderate,4
CO,Hugo,Moderate,1
GA,Elberton,Severe,2
IN,Dillsboro,Severe,1
GA,Barnesville,Moderate,3
IN,Saint Paul,Moderate,1
GA,Carrollton,Severe,3
CT,North Haven,Severe,2
NY,Merrick,High,3
NY,Yorkville,Moderate,6
WV,Capon Bridge,Moderate,1
NC,Pinebluff,Moderate,3
NY,Goldens Bridge,Moderate,7
CO,Glenwood Springs,Severe,3
MA,Sudbury,Moderate,3
CA,Lemoore,Severe,3
OR,Lakeside,Moderate,3
IN,Ferdinand,Moderate,2
NY,Oneonta,High,1
MI,Fort Gratiot,Moderate,4
FL,New Port Richey,Severe,3
NY,Sprakers,Low,1
CA,Santa Barbara,High,3
GA,Adel,Moderate,1
GA,Silver Creek,Severe,2
GA,Gay,Severe,1
MO,Phillipsburg,Moderate,1
NJ,East Windsor,Moderate,1
PA,Dushore,Severe,1
MO,Williamsburg,Moderate,2
IL,Fox Lake,High,2
TN,Cosby,High,2
NY,Cochecton,Severe,2
CO,Erie,High,7
UT,Huntsville,Moderate,10
NY,Fayetteville,Severe,2
NC,Horse Shoe,Moderate,1
GA,Lyons,Severe,1
PA,Oil City,Severe,1
NY,Goshen,Severe,2
WV,Ravenswood,Moderate,6
MI,Clinton Township,Severe,2
NH,Pelham,Moderate,5
AR,Cave City,Moderate,1
VA,White Post,Moderate,2
OR,Prineville,High,2
NC,Wilkesboro,Moderate,2
NY,Salamanca,Moderate,2
IL,Plano,Moderate,1
CO,United States Air Force Academy,Moderate,2
AZ,New River,Severe,3
CT,Sterling,Severe,1
CO,Silver Plume,Severe,11
VA,Church View,Moderate,2
MN,Hampton,Moderate,17
MS,Mc Lain,Moderate,1
IL,Itasca,Low,2
PA,Ephrata,Severe,1
NY,Bay Shore,Low,3
CA,Lakehead,High,1
FL,Wellborn,High,7
FL,Ona,Moderate,5
UT,Saratoga Springs,Severe,2
NE,Cozad,Severe,1
CA,Echo Lake,Severe,1
NY,Mineola,Moderate,1
MD,Millington,Severe,2
VA,Meadows of Dan,Moderate,1
MN,Audubon,Moderate,2
IL,Carpentersville,Moderate,1
MT,Savage,Moderate,3
CT,Ashford,Moderate,4
CO,Walsenburg,High,7
IA,Dows,Moderate,2
KS,Wellsville,Moderate,1
MD,Mount Rainier,Moderate,3
PA,King of Prussia,Severe,4
MD,White Hall,Moderate,1
VA,Caret,Severe,1
WI,Whitewater,Moderate,2
VA,Weyers Cave,Severe,3
IL,Elmhurst,Severe,1
NJ,Branchburg,High,1
NJ,Branchville,Moderate,2
MD,Sabillasville,Severe,1
FL,Grand Ridge,Severe,2
PA,Coal Center,Moderate,1
CO,Ault,Moderate,1
TN,Silver Point,Moderate,6
MA,Charlton,High,2
CA,Portola Valley,Low,1
VA,Waverly,Severe,2
PA,Watsontown,High,2
MD,Keedysville,Moderate,1
CA,Arvin,High,3
ME,Bowdoinham,High,1
IA,Homestead,Moderate,2
WA,Marysville,Severe,4
AZ,Gold Canyon,Moderate,5
NJ,Magnolia,Moderate,4
CT,Windsor,Low,1
WI,Eagle,Severe,1
FL,Cross City,Low,1
PA,Flinton,Moderate,1
VA,Winchester,Severe,15
PA,Monroeville,Severe,1
NY,Manhattan,High,2
KY,Simpsonville,Moderate,1
IN,Fishers,Severe,2
NV,Wellington,Moderate,3
AZ,Maricopa,High,11
NY,Massapequa,Severe,2
VA,Alexandria,Low,3
VA,Cedar Bluff,Moderate,4
NJ,Woodbury Heights,Moderate,2
AL,Summerdale,Moderate,1
MI,Almont,Severe,1
MI,Perry,Moderate,2
OR,Midland,Moderate,1
TX,Hurst,Severe,2
OH,Wauseon,Moderate,2
CA,Gardena,Severe,4
PA,Osceola Mills,Severe,2
NC,Saluda,High,5
AR,Monticello,High,1
NY,Hillburn,Moderate,11
MN,Clitherall,Moderate,1
CO,Crook,Severe,1
TX,Springtown,Moderate,1
CA,Carmel,High,3
TN,Celina,Moderate,1
PA,Fogelsville,Severe,1
MA,Framingham,Severe,1
PA,Peach Bottom,Moderate,6
KY,Fairdale,Severe,1
NC,Deep Run,Moderate,1
AR,Sherwood,Moderate,4
TX,Brownwood,Severe,1
KS,Fort Scott,Severe,1
TN,Fayetteville,Moderate,6
CA,Mission Hills,Severe,2
PA,New Bethlehem,Severe,1
NJ,Woodstown,Moderate,4
IL,Schaumburg,Low,1
UT,West Valley City,Low,2
WI,Altoona,Moderate,2
SC,Clarks Hill,Moderate,5
NJ,Ho Ho Kus,Moderate,1
FL,Hobe Sound,Severe,2
NH,Portsmouth,High,4
PA,Liverpool,Moderate,10
FL,Frostproof,Moderate,5
TX,Harrold,Moderate,2
AR,Waldron,Moderate,2
GA,Adairsville,Severe,1
ID,Boise,High,2
CA,Studio City,Severe,2
TX,Castroville,Severe,1
SC,Murrells Inlet,Low,1
NE,Eagle,Moderate,1
CA,Canyon Country,High,4
MN,Grand Marais,Moderate,1
LA,Greenwell Springs,Severe,1
NJ,Pedricktown,High,5
IN,Westville,Moderate,1
IL,Homewood,Moderate,3
MA,Brimfield,Moderate,2
ME,Hampden,Moderate,3
UT,Riverton,High,3
MD,Harmans,Moderate,2
NC,Powells Point,Moderate,2
TX,Pampa,Severe,1
PA,Laughlintown,Moderate,1
NC,Washington,Severe,3
OR,Baker City,Severe,3
OR,Drewsey,Moderate,5
NJ,Lakehurst,Moderate,1
CA,Gustine,High,8
MI,Temperance,Moderate,1
TX,Canadian,Moderate,1
GA,Tallapoosa,Moderate,4
WI,Readstown,Severe,1
MT,Big Sky,Moderate,7
NY,Hastings on Hudson,High,3
WV,Spencer,Severe,2
MN,Brownsville,Moderate,1
NJ,Thorofare,Moderate,3
CO,Silverthorne,Moderate,2
GA,Vidalia,Severe,1
PA,Aaronsburg,Moderate,1
MI,Kawkawlin,Severe,2
DE,Dover AFB,Moderate,1
PA,Burgettstown,Moderate,3
MD,Cockeysville,High,5
OR,Gladstone,High,2
NC,Stem,Severe,1
TX,Quemado,Severe,2
CA,Half Moon Bay,Low,1
VA,Covington,Severe,5
AZ,Vail,Moderate,4
MI,Bay City,Severe,4
CA,San Geronimo,Moderate,2
OR,Elgin,Severe,2
IN,Jasper,Severe,1
VA,New Kent,Severe,6
NY,Fabius,High,1
ND,Enderlin,Moderate,1
IN,Richland,Moderate,2
NH,Danbury,Moderate,3
AL,Attalla,Moderate,2
NY,Northport,Moderate,4
IL,Hebron,Moderate,1
LA,Haughton,Severe,1
NC,Benson,High,6
MI,Auburn,Moderate,4
NJ,Hillsborough,Moderate,3
MI,Macomb,Low,1
NC,Ocean Isle Beach,Severe,1
IA,Kellogg,Severe,1
VA,Cumberland,Moderate,3
FL,Rosemary Beach,Moderate,1
GA,Waverly,High,2
MD,Queen Anne,Severe,2
NC,Marble,Severe,1
VA,Maidens,Severe,2
PA,Feasterville-Trevose,High,1
CA,Whitewater,Moderate,2
NJ,Forked River,High,1
NC,Durham,Low,6
CA,Wilseyville,Moderate,2
GA,Sharpsburg,Severe,2
PA,Scranton,Severe,4
MN,Aldrich,Moderate,3
AL,Greenville,High,7
OR,Gleneden Beach,Severe,1
VA,Mc Lean,Severe,9
NV,West Wendover,High,2
MD,Lothian,Severe,1
PA,Collegeville,Severe,4
NC,Pfafftown,Moderate,4
NC,Manson,High,3
OH,Arcanum,Moderate,4
MI,Nunica,Moderate,3
MN,Silver Lake,Moderate,5
OH,Rocky River,Moderate,2
CA,Arcata,Low,1
VA,Scottsville,Moderate,5
LA,Broussard,Low,2
WY,Rawlins,High,2
NE,Kenesaw,Moderate,1
NC,Mount Pleasant,Severe,4
MI,Utica,Moderate,6
OR,Jefferson,High,3
MT,Canyon Creek,Moderate,3
PA,Ephrata,Low,2
IA,Emerson,Severe,1
OR,Gates,Severe,2
NY,Halfmoon,Low,2
TN,Westport,High,1
CA,Willits,Severe,1
NC,Clemmons,High,2
SC,Timmonsville,Severe,2
OH,Saint Paris,Moderate,1
FL,Seville,Moderate,3
CA,Boulevard,Moderate,3
IN,La Porte,High,4
MN,Outing,Moderate,2
WA,Woodinville,High,3
OK,Weatherford,Moderate,1
MA,North Grafton,High,1
WA,Allyn,Moderate,2
MI,Rockwood,Moderate,4
GA,Statham,Moderate,1
VA,Onancock,Moderate,1
ND,Wilton,Moderate,1
PA,Douglassville,Severe,3
TX,Alvarado,Moderate,4
GA,Lula,Moderate,4
IL,Tuscola,High,2
NM,Carlsbad,Severe,2
FL,Plantation,Moderate,12
SC,Greenville,Severe,8
TN,Greeneville,Moderate,7
CO,Lakewood,High,1
NY,Theresa,Severe,1
IL,Minooka,Severe,2
NH,Peterborough,Moderate,4
WA,Duvall,Severe,2
GA,Coleman,Moderate,2
PA,Lehighton,High,3
OR,Troutdale,High,4
OR,Broadbent,Moderate,3
NY,Ontario,Moderate,3
TX,Justiceburg,Moderate,1
WI,West Salem,Moderate,1
CO,Greenwood Village,Moderate,1
TN,Buffalo Valley,Moderate,2
CA,Dunlap,Moderate,5
NY,Canajoharie,Moderate,5
NJ,Morris Plains,Moderate,5
CA,La Puente,Severe,2
IA,Oskaloosa,Moderate,2
AL,Northport,Low,1
CO,Palisade,Moderate,1
PA,Portage,Severe,2
IN,Crawfordsville,Moderate,11
GA,Winder,Severe,2
WA,Monroe,High,2
NY,Malverne,High,1
TN,Gordonsville,Moderate,7
MA,Auburndale,High,1
PA,Shinglehouse,Moderate,2
VA,Mc Kenney,High,1
TN,Whitesburg,Severe,1
CA,Agoura Hills,High,7
NC,Enfield,Severe,2
MI,Marcellus,Severe,1
VA,Arrington,Severe,1
SC,Trenton,Moderate,14
ID,Sweet,Moderate,1
CA,Pacific Grove,Moderate,1
VA,Oilville,High,2
PA,Tunkhannock,Severe,1
IL,Oswego,Severe,1
GA,Wrens,Low,1
OH,Bethesda,Moderate,1
WA,Redmond,Severe,3
NC,Rutherfordton,Moderate,4
OH,Dublin,Severe,1
KS,Stilwell,Moderate,6
WI,Potosi,Severe,1
NC,Jonesville,Severe,1
AL,Irvington,Severe,1
PA,Nescopeck,Severe,1
MI,Hastings,Severe,2
WV,Cabin Creek,Moderate,5
FL,Sidell,Moderate,1
CT,Stafford Springs,Moderate,9
MS,Pass Christian,Severe,1
GA,Savannah,Severe,3
MD,Vienna,Moderate,3
CA,Gonzales,Low,4
PA,Crystal Spring,Moderate,4
IA,Coralville,High,7
FL,Land O Lakes,High,1
CO,Haxtun,Moderate,1
UT,Nephi,Severe,2
TN,Piney Flats,Moderate,1
FL,Saint James City,Moderate,5
WA,Bremerton,Severe,4
AL,Theodore,Low,1
MN,Waltham,Moderate,1
TN,Louisville,Moderate,5
NJ,Mays Landing,Moderate,12
CA,East Rancho Dominguez,Moderate,1
CA,Weed,Severe,1
PA,Edinburg,Moderate,3
MI,Breckenridge,Moderate,1
WA,Snoqualmie,Severe,6
CA,City Of Industry,Severe,2
NY,College Point,Moderate,7
CA,Poway,High,1
NC,Staley,Moderate,2
PA,Burnt Cabins,Moderate,2
NY,Skaneateles,Moderate,3
PA,Fort Littleton,High,5
CA,Mad River,Moderate,2
PA,Summerville,Moderate,5
OH,North Olmsted,Low,1
MD,Arnold,Moderate,3
MO,Hillsboro,Moderate,4
UT,Wellington,Moderate,3
PA,Spring Run,Moderate,4
OH,Caldwell,Severe,1
MA,Westborough,High,4
LA,Convent,High,1
IL,Pawnee,Severe,1
CA,Lomita,Moderate,3
MN,Carlos,Moderate,3
TX,Ysleta Del Sur Pueblo,Moderate,1
CO,Moffat,Moderate,3
MA,Oxford,High,3
OH,Oberlin,Moderate,1
MA,Newton Highlands,Moderate,8
MA,Somerville,Low,1
MN,Callaway,Moderate,1
AR,Mc Rae,Moderate,3
MN,Elko New Market,High,7
PA,Snow Shoe,Severe,1
MI,Caledonia,High,1
NY,Jamesville,Moderate,7
PA,Media,High,2
CO,Black Hawk,Moderate,3
GA,Ailey,Severe,1
NJ,Absecon,Severe,2
NM,Mora,Severe,1
WA,Burbank,Moderate,1
CA,Mendocino,Moderate,8
WI,Milton,Moderate,2
MD,Fairmount Heights,Moderate,1
NY,Fort Ann,Severe,1
OH,Monroe,High,4
VA,Goshen,High,2
NY,Alden,Severe,1
CT,Shelton,Severe,2
NY,Mc Graw,Moderate,4
NE,Thedford,Moderate,1
NJ,Dayton,Moderate,7
CO,Franktown,Moderate,3
CA,Ceres,Low,2
FL,Sanderson,Severe,1
OR,Gleneden Beach,Moderate,3
PA,Kutztown,Severe,2
KY,Petersburg,High,1
MN,Brewster,High,1
IL,Round Lake,Severe,2
MA,Pembroke,Moderate,7
WI,Sun Prairie,Severe,3
CA,Hat Creek,Moderate,5
MN,Remer,Moderate,8
AL,Loxley,Moderate,12
PA,Scott Township,Severe,1
IA,Dallas Center,Severe,1
PA,Flourtown,Severe,1
OH,Alexandria,Moderate,2
CA,Modesto,Low,2
MA,Hyannis,Low,3
TX,Rosharon,Severe,3
VA,Faber,Moderate,1
PA,Willow Hill,High,3
MT,Forsyth,Severe,1
NJ,Raritan,Severe,1
AZ,St Michaels,Moderate,2
FL,Parrish,Low,1
ME,Steep Falls,Moderate,1
OH,Wellington,Severe,1
OH,Scio,Severe,1
NY,Lagrangeville,Severe,1
SC,Port Royal,Moderate,3
MD,Bishopville,Severe,1
PA,Custer City,Moderate,1
NJ,Hawthorne,Moderate,7
PA,Slatington,Moderate,2
NY,Fayetteville,Moderate,4
ID,Riggins,Severe,1
NJ,Watchung,Severe,1
GA,Milledgeville,Moderate,6
IL,Manito,Moderate,2
VA,Hampton,Severe,7
TX,Copperas Cove,Moderate,4
MN,Waconia,Severe,1
MI,Jackson,Low,1
UT,Fayette,Moderate,2
AZ,San Manuel,Severe,1
CA,San Ysidro,High,8
NE,Paxton,Moderate,1
NY,Amawalk,Moderate,2
IL,Peru,High,4
VA,Culpeper,Severe,7
IL,Colona,Severe,1
MT,Sunburst,Moderate,1
AR,Cabot,Severe,4
MT,Wilsall,Moderate,1
OH,Waynesville,Moderate,6
MO,Rolla,Severe,2
NE,Lodgepole,Moderate,1
PA,Ligonier,Severe,1
PA,Spruce Creek,Moderate,1
WY,Rawlins,Severe,3
TX,Corpus Christi,High,3
MD,Essex,Severe,3
MI,Lawrence,Moderate,2
CT,South Windsor,High,2
KY,Munfordville,Severe,1
AR,Paragould,Severe,1
KY,Louisville Central,Moderate,2
SC,Woodruff,Low,3
NY,Bay Shore,Severe,2
TN,Shelbyville,Moderate,1
NY,New City,Severe,2
NJ,South River,Severe,1
CA,Aromas,High,2
AL,Grove Hill,Moderate,1
MA,Plainville,Moderate,2
IL,New Lenox,Moderate,4
VA,Rhoadesville,Severe,1
OR,Gladstone,Moderate,13
WA,Kent,Low,4
MI,Wayland,Severe,1
PA,Cheswick,Moderate,3
IL,South Elgin,Moderate,10
NY,Avon,Moderate,1
PA,Johnstown,Severe,2
CA,Tulare,Low,2
NJ,Swedesboro,Severe,3
CA,Manteca,High,3
NY,Naples,Severe,1
VA,Gore,Moderate,2
OR,Grants Pass,Severe,1
CA,Boulder Creek,High,1
ND,Medora,Moderate,1
NC,Newland,Moderate,3
MN,Hollandale,Moderate,3
NC,Union Mills,Severe,2
TX,Hondo,Moderate,2
AZ,Maricopa,Severe,6
NC,Clemmons,Severe,1
NC,Boonville,Moderate,2
TN,Pioneer,Severe,3
CA,Sequoia National Park,Moderate,1
OH,Sabina,High,2
NY,Shrub Oak,Moderate,11
NY,Waterville,Severe,1
